flight_key,airline_id,airport_code_depart_id,airport_code_arrival_id,flight_duration,number_seats_total,number_of_stops,connection_flight,flight_number,datetime_scraped,number_seats_available,ticket_price,datetime_depart,datetime_arrival,id,name,code,full_name
"1001ANR2023-05-07 08:30:00AGP2023-05-07 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:20",10,184.99,"2023-05-07 08:30:00","2023-05-07 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-07 08:30:00AGP2023-05-07 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:31",10,184.99,"2023-05-07 08:30:00","2023-05-07 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-07 08:30:00AGP2023-05-07 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:43",10,184.99,"2023-05-07 08:30:00","2023-05-07 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-07 08:30:00AGP2023-05-07 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:56",10,184.99,"2023-05-07 08:30:00","2023-05-07 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-07 08:30:00AGP2023-05-07 11:35:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:08",10,184.99,"2023-05-07 08:30:00","2023-05-07 11:35:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:09",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:20",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:31",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:43",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:45:56",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:08",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
"1001ANR2023-05-08 15:20:00AGP2023-05-08 18:25:00",3,ANR,AGP,03:05:00,NULL,NULL,NULL,1001,"2023-03-30 19:46:20",8,299.99,"2023-05-08 15:20:00","2023-05-08 18:25:00",3,TuiFly,AGP,Malaga
